Depth	ROP	Gas
2428.6	0.57	205.16
2428.8	0.59	205.16
2429	0.59	205.16
2429.2	0.59	205.16
2429.4	0.51	205.16
2429.6	0.51	205.16
2429.8	0.49	205.16
2430	0.48	207.6
2430.2	0.47	207.69
2430.4	0.47	207.69
2430.6	0.47	207.7
2430.8	0.47	207.79
2431	0.47	207.84
2431.2	0.47	207.84
2431.4	0.47	86.93
2431.6	0.47	82.36
2431.8	0.47	79.2
2432	0.47	78.61
2432.2	0.48	75.54
2432.4	0.48	75.24
2432.6	0.48	75.03
2432.8	0.48	74.98
2433	0.48	80.62
2433.2	0.47	86.49
2433.4	0.47	111.56
2433.6	0.47	119.79
2433.8	0.47	154.85
2434	0.48	163.74
2434.2	0.48	187.13
2434.4	0.48	196.78
2434.6	0.50	197.14
2434.8	0.50	200.72
2435	0.50	205.81
2435.2	0.50	209.09
2435.4	0.49	209.72
2435.6	0.49	212.7
2435.8	0.49	212.83
2436	0.49	213.1
2436.2	0.49	183.1
2436.4	0.49	181.8
2436.6	0.49	181.8
2436.8	0.49	181.8
2437	0.49	214.58
2437.2	0.48	216.03
2437.4	0.48	216.02
2437.6	0.48	216.02
2437.8	4.33	156.03
2438	5.00	153.29
2438.2	4.57	156.23
2438.4	2.95	156.33
2438.6	2.45	153.98
2438.8	2.28	76.78
2439	2.27	100.79
2439.2	2.27	130.08
2439.4	2.20	140.82
2439.6	3.08	176.11
2439.8	1.75	180.2
2440	1.09	183.49
2440.2	0.69	186.02
2440.4	0.61	187.15
2440.6	0.57	190.27
2440.8	0.57	195.41
2441	0.57	198.12
2441.2	0.57	198.48
2441.4	0.57	200.91
2441.6	0.54	201.1
2441.8	0.54	203.66
2442	0.54	204
2442.2	0.54	204.01
2442.4	0.53	204.11
2442.6	0.52	204.77
2442.8	0.51	207.1
2443	0.51	206.65
2443.2	0.50	206.66
2443.4	0.50	205.57
2443.6	0.50	204.43
2443.8	0.50	204.37
2444	0.50	204.37
2444.2	0.50	206.65
2444.4	0.50	204.54
2444.6	0.51	204.34
2444.8	0.51	204.27
2445	0.51	204.28
2445.2	0.50	204.3
2445.4	0.50	204.3
2445.6	0.50	204.28
2445.8	0.50	203.88
2446	0.50	203.46
2446.2	1.73	198.67
2446.4	2.81	169.13
2446.6	5.00	167.17
2446.8	5.74	147.97
2447	1.57	147.66
2447.2	3.86	151.31
2447.4	3.61	154.06
2447.6	3.50	159.9
2447.8	3.84	166.64
2448	2.81	179.57
2448.2	2.88	202.92
2448.4	2.89	217.74
2448.6	3.47	255.25
2448.8	1.96	257.57
2449	0.87	259.99
2449.2	0.81	260.5
2449.4	0.81	260.88
2449.6	0.81	260.96
2449.8	0.81	261.03
2450	0.49	261.07
2450.2	0.47	260.59
2450.4	0.47	260.58
2450.6	0.47	260.61
2450.8	0.47	260.61
2451	0.47	260.61
2451.2	0.47	260.6
2451.4	0.51	260.59
2451.6	0.53	258.2
2451.8	0.53	257.97
2452	0.52	257.89
2452.2	0.52	257.18
2452.4	0.50	252.52
2452.6	0.50	252.16
2452.8	0.47	249.17
2453	0.47	248.97
2453.2	0.49	248.83
2453.4	0.50	241.86
2453.6	0.51	241.4
2453.8	0.51	225.23
2454	0.49	219.33
2454.2	0.49	218.82
2454.4	0.48	217.87
2454.6	0.48	215.46
2454.8	0.49	209.28
2455	0.49	207
2455.2	0.49	203.79
2455.4	0.52	203.58
2455.6	0.53	202.35
2455.8	0.54	201.04
2456	0.54	203
2456.2	0.55	137.68
2456.4	0.57	67.62
2456.6	3.87	182.3
2456.8	4.05	275.49
2457	4.05	282.29
2457.2	1.46	282.42
2457.4	1.27	285.06
2457.6	1.27	286.42
2457.8	1.27	287.67
2458	0.55	287.89
2458.2	0.50	290.21
2458.4	0.50	290.39
2458.6	0.50	290.44
2458.8	0.50	290.46
2459	0.50	290.44
2459.2	0.50	290.42
2459.4	0.48	290.41
2459.6	0.48	290.1
2459.8	0.48	289.77
2460	0.51	287.48
2460.2	0.51	287.27
2460.4	0.51	287.25
2460.6	0.50	287.19
2460.8	0.48	287.13
2461	0.49	285.57
2461.2	0.51	283.89
2461.4	0.53	280.9
2461.6	0.53	280.6
2461.8	0.51	277.7
2462	0.51	270.99
2462.2	0.51	270.4
2462.4	0.51	268.05
2462.6	0.51	264.45
2462.8	0.51	260.76
2463	0.48	255.77
2463.2	0.48	254.5
2463.4	0.48	251.94
2463.6	0.48	251.54
2463.8	0.49	251.38
2464	0.49	251.33
2464.2	0.48	251.21
2464.4	0.48	248.91
2464.6	0.48	248.7
2464.8	0.48	246.43
2465	0.48	246.22
2465.2	0.50	246.18
2465.4	0.50	246.12
2465.6	0.50	243.82
2465.8	0.50	288.56
2466	1.11	294.65
2466.2	0.84	294.88
2466.4	0.57	295.75
2466.6	0.55	104.32
2466.8	0.49	82.87
2467	0.48	82.33
2467.2	0.48	79.92
2467.4	0.48	79.55
2467.6	0.48	79.45
2467.8	0.48	79.35
2468	0.48	87.9
2468.2	0.48	99.48
2468.4	0.54	161.5
2468.6	0.56	187.31
2468.8	0.56	173.57
2469	0.56	211.52
2469.2	0.51	225.53
2469.4	0.51	231.69
2469.6	0.51	234.63
2469.8	0.50	238.2
2470	0.50	240.7
2470.2	0.49	245.54
2470.4	0.49	248.23
2470.6	0.49	248.68
2470.8	0.49	250
2471	0.49	251.41
2471.2	0.52	251.87
2471.4	0.55	252.25
2471.6	0.55	252.33
2471.8	0.55	252.4
2472	0.51	251.9
2472.2	0.51	251.84
2472.4	0.51	251.83
2472.6	0.51	249.57
2472.8	0.51	249.33
2473	0.51	249.3
2473.2	0.51	213.41
2473.4	0.51	239.05
2473.6	0.51	239.56
2473.8	0.51	239.28
2474	0.51	239.27
2474.2	0.51	239.27
2474.4	0.51	237.08
2474.6	0.51	233.45
2474.8	0.50	103.94
2475	0.50	213.22
2475.2	0.50	222.86
2475.4	0.50	218.05
2475.6	6.63	216.81
2475.8	3.03	190.55
2476	2.61	190.34
2476.2	2.61	154.61
2476.4	3.91	168.16
2476.6	3.39	177.62
2476.8	3.13	189.81
2477	3.36	203.69
2477.2	2.55	233.75
2477.4	3.33	255.26
2477.6	2.58	286.49
2477.8	2.50	315.81
2478	2.50	317.1
2478.2	2.50	315.57
2478.4	2.50	315.34
2478.6	2.50	312.5
2478.8	0.72	309.34
2479	0.54	305.69
2479.2	0.54	302
2479.4	0.54	296.28
2479.6	0.54	290.35
2479.8	0.54	285.18
2480	0.52	283.25
2480.2	0.49	281.64
2480.4	0.49	276.69
2480.6	0.49	276.13
2480.8	0.49	276.07
2481	0.49	275.95
2481.2	0.54	270.74
2481.4	0.53	270.12
2481.6	0.53	268.9
2481.8	0.53	267.56
2482	0.49	264.43
2482.2	0.49	261.08
2482.4	0.49	260.58
2482.6	0.49	256.1
2482.8	0.49	253.32
2483	0.49	250.77
2483.2	0.49	249.75
2483.4	0.53	246.7
2483.6	0.53	243.56
2483.8	0.52	240.72
2484	0.52	237.28
2484.2	0.52	227.97
2484.4	0.52	221.85
2484.6	9.83	219.12
2484.8	10.87	139.06
2485	1.98	146.27
2485.2	2.42	73.52
2485.4	2.82	78.83
2485.6	2.80	129.58
2485.8	3.10	145.49
2486	4.32	152.87
2486.2	3.59	187.07
2486.4	3.73	231.1
2486.6	3.42	243.75
2486.8	1.32	289.03
2487	1.32	289.11
2487.2	0.73	289.29
2487.4	0.73	289.54
2487.6	0.73	289.58
2487.8	0.73	289.62
2488	0.58	289.65
2488.2	0.55	289.67
2488.4	0.54	289.7
2488.6	0.53	289.67
2488.8	0.53	289.64
2489	0.54	287.25
2489.2	0.62	287.2
2489.4	0.67	286.54
2489.6	0.64	286.42
2489.8	0.61	286.33
2490	0.58	283.86
2490.2	0.60	278.37
2490.4	0.72	275.22
2490.6	0.72	272.71
2490.8	0.72	269.4
2491	0.58	266.84
2491.2	0.58	266.76
2491.4	0.56	258.59
2491.6	0.56	257.75
2491.8	0.54	255.25
2492	0.51	252.76
2492.2	0.51	242.93
2492.4	0.51	242.14
2492.6	0.51	240.86
2492.8	0.51	239.59
2493	0.52	239.35
2493.2	0.52	236.83
2493.4	0.52	236.66
2493.6	0.55	233.38
2493.8	0.55	95.33
2494	0.55	94
2494.2	0.51	93.94
2494.4	0.51	93.8
2494.6	3.64	333.82
2494.8	1.22	336.68
2495	1.19	336.77
2495.2	1.19	336.86
2495.4	1.19	337.13
2495.6	0.53	339.64
2495.8	0.52	339.74
2496	0.52	339.82
2496.2	0.50	339.85
2496.4	0.49	340.02
2496.6	0.49	340.05
2496.8	0.48	340.08
2497	0.48	340.15
2497.2	0.49	340.16
2497.4	0.50	340.13
2497.6	0.50	340.09
2497.8	0.53	337.46
2498	0.52	337.42
2498.2	0.50	336.62
2498.4	0.49	336.55
2498.6	0.49	336.49
2498.8	0.49	336.36
2499	0.49	333.88
2499.2	0.49	331.32
2499.4	0.49	328.81
2499.6	0.49	328.71
2499.8	0.51	328.65
2500	0.51	325.49
2500.2	0.51	323.02
2500.4	0.51	319.18
2500.6	0.50	72.4
2500.8	0.51	67.82
2501	0.51	67.78
2501.2	0.51	67.72
2501.4	0.51	67.69
2501.6	0.51	67.67
2501.8	0.51	67.64
2502	0.51	67.67
2502.2	0.51	68.32
2502.4	0.51	90.33
2502.6	0.51	109.3
2502.8	0.51	133.94
2503	0.51	146.66
2503.2	0.53	155.29
2503.4	0.54	164.22
2503.6	0.55	173.15
2503.8	4.93	173.37
2504	1.33	176.09
2504.2	3.38	176.89
2504.4	4.33	182.05
2504.6	2.90	182.3
2504.8	3.21	185.38
2505	4.67	185.74
2505.2	4.49	203.65
2505.4	4.22	233.27
2505.6	11.70	257.15
2505.8	3.20	85.55
2506	1.07	76.25
2506.2	1.02	74.78
2506.4	1.02	73.41
2506.6	1.02	73.32
2506.8	1.02	73.9
2507	0.51	115.97
2507.2	0.50	140.73
2507.4	0.50	165.01
2507.6	0.50	191.8
2507.8	0.55	194.05
2508	0.54	219.06
2508.2	0.53	232.7
2508.4	0.51	246.01
2508.6	0.51	252.44
2508.8	0.52	258.69
2509	0.52	259.27
2509.2	0.61	259.39
2509.4	0.61	259.47
2509.6	0.59	257.19
2509.8	0.59	257.14
2510	0.55	257.13
2510.2	0.53	257.09
2510.4	0.53	254.74
2510.6	0.53	254.66
2510.8	0.53	254.04
2511	0.53	249.17
2511.2	0.51	246.65
2511.4	0.50	241.29
2511.6	0.50	238.04
2511.8	0.50	237.94
2512	0.50	235.4
2512.2	0.50	226.93
2512.4	0.49	223.76
2512.6	0.49	221.34
2512.8	0.49	217.66
2513	0.49	216
2513.2	0.49	214.4
2513.4	0.49	211.25
2513.6	2.00	210
2513.8	5.05	205.26
2514	1.88	139.24
2514.2	3.23	151.27
2514.4	3.07	162.76
2514.6	4.83	146.18
2514.8	4.15	172.42
2515	4.44	176.01
2515.2	3.81	184.36
2515.4	3.85	201.17
2515.6	2.81	218.55
2515.8	2.56	244.32
2516	8.60	274.33
2516.2	4.20	274.42
2516.4	4.18	274.3
2516.6	0.73	271.16
2516.8	0.72	271.04
2517	0.56	268.45
2517.2	0.52	268.37
2517.4	0.52	268.33
2517.6	0.52	264.55
2517.8	0.52	263.14
2518	0.52	255.79
2518.2	0.50	250.56
2518.4	0.48	245.33
2518.6	0.48	245.2
2518.8	0.48	245.1
2519	0.48	239.53
2519.2	0.48	234.49
2519.4	0.48	230
2519.6	0.47	225.78
2519.8	0.47	226.56
2520	0.47	223.88
2520.2	0.47	223.86
2520.4	0.47	222.96
2520.6	0.47	220.25
2520.8	0.48	220.12
2521	0.48	214.52
2521.2	0.48	214.47
2521.4	0.48	211.89
2521.6	0.48	210.82
2521.8	0.48	205.13
2522	0.48	199.52
2522.2	0.48	196.91
2522.4	0.48	194.34
2522.6	0.48	194.05
2522.8	0.49	193.87
2523	2.32	65.28
2523.2	2.46	84.91
2523.4	2.64	129.87
2523.6	2.50	161.05
2523.8	2.76	167.8
2524	2.65	175.22
2524.2	2.48	196.19
2524.4	2.56	217.59
2524.6	2.86	251.1
2524.8	2.92	267.46
2525	6.19	321.32
2525.2	6.24	322.14
2525.4	6.24	322.21
2525.6	6.24	319.85
2525.8	0.70	319.79
2526	0.52	319.82
2526.2	0.46	319.83
2526.4	0.43	317.44
2526.6	0.43	317.36
2526.8	0.43	317.34
2527	0.43	317.29
2527.2	0.47	314.31
2527.4	0.47	313.04
2527.6	0.47	311.79
2527.8	0.47	311.7
2528	0.47	311.63
2528.2	0.47	268.63
2528.4	0.46	310.71
2528.6	0.46	310.31
2528.8	0.46	309.07
2529	0.45	309.03
2529.2	0.46	309.01
2529.4	0.46	308.97
2529.6	0.49	308.95
2529.8	0.49	308.96
2530	0.51	308.97
2530.2	0.49	309.14
2530.4	0.48	309.26
2530.6	0.48	309.4
2530.8	0.48	309.55
2531	0.48	309.62
2531.2	0.48	309.75
2531.4	0.48	309.91
2531.6	0.47	310.73
2531.8	0.47	317.94
2532	0.47	318.11
2532.2	0.47	319.1
2532.4	0.47	320.12
2532.6	5.96	404.1
2532.8	1.95	406.21
2533	1.15	408.59
2533.2	0.82	408.67
2533.4	0.81	408.68
2533.6	0.81	408.67
2533.8	0.49	408.64
2534	0.48	408.62
2534.2	0.48	408.59
2534.4	0.48	407.83
2534.6	0.48	407.05
2534.8	0.48	406.27
2535	0.48	405.49
2535.2	0.47	405.32
2535.4	0.47	405.24
2535.6	0.47	399.74
2535.8	0.47	394.71
2536	0.47	393.04
2536.2	0.47	391.46
2536.4	0.48	391.28
2536.6	0.48	388.77
2536.8	0.47	383.81
2537	0.48	376.63
2537.2	0.50	376.42
2537.4	0.56	373.74
2537.6	0.55	368.15
2537.8	0.53	365.99
2538	0.50	363.93
2538.2	0.50	358.2
2538.4	0.50	354.12
2538.6	0.49	350.09
2538.8	0.49	336.38
2539	0.50	322.36
2539.2	0.50	319.13
2539.4	0.50	317.17
2539.6	0.50	315.23
2539.8	0.49	295.71
2540	0.48	285.2
2540.2	0.48	279.85
2540.4	0.48	278.89
2540.6	0.47	278.08
2540.8	0.47	271.88
2541	0.47	271.43
2541.2	0.48	271.19
2541.4	0.48	71.85
2541.6	0.51	64.7
2541.8	3.96	157.81
2542	4.08	161.3
2542.2	9.54	161.3
2542.4	6.97	161.3
2542.6	5.07	161.3
2542.8	2.45	161.3
2543	2.35	161.3
2543.2	2.48	149.68
2543.4	2.31	178.15
2543.6	2.17	193.23
2543.8	2.12	212.49
2544	2.08	225.65
2544.2	2.10	262.5
2544.4	5.27	434.87
2544.6	1.81	447.03
2544.8	1.67	449.8
2545	1.67	453.07
2545.2	0.69	455.68
2545.4	0.49	455.99
2545.6	0.47	456.05
2545.8	0.45	456.1
2546	0.45	456.18
2546.2	0.52	456.26
2546.4	0.52	456.24
2546.6	0.55	453.2
2546.8	0.55	452.74
2547	0.55	452.39
2547.2	0.50	443.1
2547.4	0.50	433.81
2547.6	0.51	427.42
2547.8	0.51	416.97
2548	0.51	410.34
2548.2	0.51	403.71
2548.4	0.51	396.68
2548.6	0.51	384.99
2548.8	0.52	373.18
2549	0.52	367.05
2549.2	0.52	362.9
2549.4	0.52	358.75
2549.6	0.50	337.83
2549.8	0.50	327.92
2550	0.50	316.64
2550.2	0.50	315.3
2550.4	0.50	314
2550.6	0.50	305.15
2550.8	0.50	301.87
2551	0.50	182.66
2551.2	0.50	286.38
2551.4	0.53	279.54
2551.6	10.24	271.85
2551.8	1.91	183.4
2552	2.00	183.01
2552.2	2.67	183.1
2552.4	2.67	183.12
2552.6	2.53	152.01
2552.8	2.63	188.78
2553	2.45	189.21
2553.2	2.53	191.95
2553.4	2.31	192.83
2553.6	2.94	192.95
2553.8	3.23	193.04
2554	4.09	198.23
2554.2	2.68	215.05
2554.4	3.03	247.9
2554.6	3.63	376.64
2554.8	2.07	378.04
2555	0.95	378.17
2555.2	0.78	378.37
2555.4	0.78	385.99
2555.6	0.55	392.29
2555.8	0.55	115.09
2556	0.55	112.15
2556.2	0.55	110.96
2556.4	0.55	109.76
2556.6	0.55	109.16
2556.8	0.46	109.15
2557	0.46	108.26
2557.2	0.47	107.36
2557.4	0.47	121.57
2557.6	0.47	138.34
2557.8	0.47	154.84
2558	0.47	171.33
2558.2	0.47	223.64
2558.4	0.47	230.56
2558.6	0.47	236.86
2558.8	0.45	257.65
2559	0.45	272.14
2559.2	0.45	269.4
2559.4	0.46	266.41
2559.6	0.46	271.21
2559.8	0.45	276.3
2560	0.45	277.18
2560.2	0.45	277.26
2560.4	0.45	277.35
2560.6	0.45	276.78
2560.8	0.51	443.88
2561	2.83	453.32
2561.2	2.87	453.63
2561.4	0.77	458.72
2561.6	0.58	464.43
2561.8	0.56	464.84
2562	0.56	464.96
2562.2	0.56	465.16
2562.4	0.56	468.32
2562.6	0.56	468.58
2562.8	0.50	409.74
2563	0.49	467.74
2563.2	0.49	471.41
2563.4	0.50	471.6
2563.6	0.50	474.16
2563.8	0.50	474.26
2564	0.50	474.32
2564.2	0.51	474.41
2564.4	0.49	474.48
2564.6	0.47	474.62
2564.8	0.47	474.66
2565	0.47	474.68
2565.2	0.49	474.73
2565.4	0.51	474.78
2565.6	0.51	474.79
2565.8	0.51	474.81
2566	0.53	472.48
2566.2	0.52	472.38
2566.4	0.53	469.28
2566.6	0.53	469.13
2566.8	0.53	469.05
2567	0.53	465.94
2567.2	0.53	463.33
2567.4	0.53	461.91
2567.6	0.53	460.52
2567.8	0.53	454.7
2568	0.54	454.26
2568.2	0.56	453.96
2568.4	0.56	448.15
2568.6	0.56	444.96
2568.8	0.56	432.81
2569	0.56	420.43
2569.2	0.56	419.21
2569.4	0.60	411.72
2569.6	0.60	398.72
2569.8	0.60	390.84
2570	0.60	380.18
2570.2	0.59	367.2
2570.4	0.59	366.63
2570.6	0.59	361.15
2570.8	0.56	358.32
2571	0.56	357.36
2571.2	0.51	354.89
2571.4	0.51	352.16
2571.6	0.53	349.43
2571.8	6.31	460.15
2572	2.20	470.77
2572.2	2.07	471.25
2572.4	0.82	476.59
2572.6	0.66	479.32
2572.8	0.65	479.68
2573	0.65	479.72
2573.2	0.65	479.72
2573.4	0.65	477.43
2573.6	0.55	476.71
2573.8	0.54	471.29
2574	0.54	468.09
2574.2	0.54	467.87
2574.4	0.54	458.93
2574.6	0.51	456.12
2574.8	0.51	450.28
2575	0.48	437.41
2575.2	0.48	425.1
2575.4	0.49	409.77
2575.6	0.49	389.11
2575.8	0.49	377.81
2576	0.49	371.37
2576.2	0.52	370.12
2576.4	0.52	348.9
2576.6	0.52	347.44
2576.8	0.52	343.53
2577	0.52	323.31
2577.2	0.52	311.63
2577.4	0.60	300.08
2577.6	0.60	115.86
2577.8	0.60	108.42
2578	0.60	105.39
2578.2	0.60	105.17
2578.4	0.60	105.07
2578.6	0.60	104.97
2578.8	0.60	104.95
2579	0.60	104.99
2579.2	0.52	140.9
2579.4	0.53	153.49
2579.6	0.53	166.9
2579.8	11.38	247.04
2580	11.83	250.42
2580.2	11.83	252.74
2580.4	3.70	252.94
2580.6	2.48	252.43
2580.8	2.02	252.52
2581	2.22	252.46
2581.2	2.22	252.46
2581.4	2.79	207.66
2581.6	3.10	274.07
2581.8	2.67	327.1
2582	3.45	584.68
2582.2	3.49	598.96
2582.4	1.26	602.98
2582.6	1.16	607.97
2582.8	1.16	613.01
2583	0.86	622.58
2583.2	0.55	632.36
2583.4	0.53	635.28
2583.6	0.53	635.48
2583.8	0.50	635.63
2584	0.50	635.67
2584.2	0.50	635.7
2584.4	0.50	635.78
2584.6	0.50	635.77
2584.8	0.50	635.77
2585	0.49	633.26
2585.2	0.49	633.14
2585.4	0.48	628.45
2585.6	0.48	625.73
2585.8	0.48	618.47
2586	0.46	603.26
2586.2	0.46	579.66
2586.4	0.44	567.09
2586.6	0.44	561.95
2586.8	0.44	561.15
2587	0.44	560.55
2587.2	0.44	551.39
2587.4	0.45	545.78
2587.6	0.45	538.1
2587.8	0.45	529.74
2588	0.45	521.34
2588.2	0.45	506.67
2588.4	0.46	500.22
2588.6	0.47	494.22
2588.8	0.48	486.52
2589	0.49	478.15
2589.2	0.49	468.04
2589.4	0.48	461.26
2589.6	0.49	455.8
2589.8	6.95	445.85
2590	7.30	312.43
2590.2	1.45	304.89
2590.4	4.26	304.67
2590.6	4.00	303.94
2590.8	3.54	304.56
2591	3.47	307.03
2591.2	2.50	309.73
2591.4	2.57	313.07
2591.6	3.44	318.79
2591.8	2.64	323.96
2592	2.16	339.63
2592.2	2.15	375.15
2592.4	2.17	413.66
2592.6	2.17	425.27
2592.8	1.64	614.33
2593	1.10	614.34
2593.2	0.68	614.34
2593.4	0.58	614.52
2593.6	0.58	614.52
2593.8	0.49	614.44
2594	0.48	613.24
2594.2	0.48	610.85
2594.4	0.48	610.84
2594.6	0.48	608.11
2594.8	0.48	599.73
2595	0.52	565.51
2595.2	0.52	558.22
2595.4	0.52	551.02
2595.6	0.46	527.88
2595.8	0.45	527.78
2596	0.45	521.81
2596.2	0.45	515.81
2596.4	0.45	499.66
2596.6	0.45	484.25
2596.8	0.45	468.85
2597	0.45	459.22
2597.2	0.45	445.93
2597.4	0.46	432.61
2597.6	0.47	418.22
2597.8	0.47	405.32
2598	0.47	392.42
2598.2	0.47	388.46
2598.4	0.46	384.56
2598.6	0.45	382.15
2598.8	4.65	377.96
2599	8.88	373.76
2599.2	8.92	229.72
2599.4	8.92	230.46
2599.6	8.92	230.87
2599.8	8.92	231.26
2600	0.57	233.37
2600.2	0.45	234.67
2600.4	0.41	235.96
2600.6	0.41	236.08
2600.8	0.41	237.12
2601	0.41	238.17
2601.2	0.41	240.83
2601.4	0.41	240.88
2601.6	0.41	240.9
2601.8	0.41	243.01
2602	0.42	243.08
2602.2	0.44	243.13
2602.4	0.44	245.85
2602.6	0.44	247.91
2602.8	0.44	248.14
2603	0.44	250.22
2603.2	0.44	250.3
2603.4	0.44	250.39
2603.6	0.44	250.5
2603.8	0.44	250.5
2604	0.45	253.09
2604.2	0.45	253.16
2604.4	0.45	253.19
2604.6	0.45	255.27
2604.8	0.45	255.36
2605	0.45	255.45
2605.2	0.46	255.46
2605.4	0.46	255.47
2605.6	0.47	255.48
2605.8	0.47	255.5
2606	0.47	255.52
2606.2	0.46	255.51
2606.4	0.45	255.01
2606.6	0.45	254.97
2606.8	0.45	254.94
2607	0.45	254.91
2607.2	0.45	254.87
2607.4	0.46	254.78
2607.6	0.46	252.74
2607.8	0.46	252.61
2608	0.46	252.56
2608.2	0.46	250.02
2608.4	0.46	247.95
2608.6	0.46	247.86
2608.8	0.46	247.29
2609	0.46	245.04
2609.2	3.20	196.03
2609.4	1.12	195.12
2609.6	2.36	197.13
2609.8	2.16	197.23
2610	2.16	197.76
2610.2	2.19	197.81
2610.4	2.25	197.71
2610.6	2.13	93.27
2610.8	2.13	126.43
2611	2.17	156.82
2611.2	5.00	170.95
2611.4	3.39	171.26
2611.6	10.36	173.22
2611.8	3.02	176.53
2612	2.84	179.23
2612.2	0.82	179.36
2612.4	0.64	179.44
2612.6	0.54	183.34
2612.8	0.54	185.74
2613	0.54	190
2613.2	0.54	190
2613.4	0.43	190
2613.6	0.44	192.34
2613.8	0.44	194.43
2614	0.44	194.56
2614.2	0.44	197.21
2614.4	0.44	197.35
2614.6	0.44	197.48
2614.8	0.43	199.56
2615	0.43	199.71
2615.2	0.43	197.87
2615.4	0.43	197.83
2615.6	0.43	197.85
2615.8	0.44	197.36
2616	0.44	197.35
2616.2	0.44	195.43
2616.4	0.44	195.37
2616.6	0.44	195.37
2616.8	0.44	195.36
2617	0.44	195.33
2617.2	0.45	193.38
2617.4	0.45	193.3
2617.6	0.45	193.24
2617.8	5.55	190.67
2618	5.71	152.76
2618.2	5.71	151.54
2618.4	8.06	151.55
2618.6	5.89	133.26
2618.8	3.05	137.57
2619	2.44	141.29
2619.2	2.57	141.93
2619.4	2.37	144.48
2619.6	2.15	146.96
2619.8	5.68	189.19
2620	1.96	195.33
2620.2	1.83	198.11
2620.4	1.83	198.81
2620.6	0.69	203.12
2620.8	0.58	203.95
2621	0.51	204.65
2621.2	0.44	205.36
2621.4	0.42	207.97
2621.6	0.41	210.09
2621.8	0.43	212.38
2622	0.43	213.12
2622.2	0.44	217.17
2622.4	0.45	219.34
2622.6	0.45	219.56
2622.8	0.45	220.68
2623	0.45	221.83
2623.2	0.45	224.48
2623.4	0.44	224.73
2623.6	0.44	224.81
2623.8	0.44	225.88
2624	0.43	226.99
2624.2	0.43	227.16
2624.4	0.44	228.18
2624.6	0.45	229.23
2624.8	0.45	229.39
2625	0.45	232.01
2625.2	0.45	234.15
2625.4	0.45	235.24
2625.6	0.45	236.3
2625.8	0.44	236.34
2626	0.44	236.44
2626.2	0.44	236.55
2626.4	0.44	236.55
2626.6	0.44	236.67
2626.8	0.45	236.68
2627	0.45	236.72
2627.2	0.45	236.73
2627.4	0.44	236.72
2627.6	7.64	236.74
2627.8	2.52	230.71
2628	1.33	230.45
2628.2	0.90	233.05
2628.4	0.88	76.27
2628.6	0.88	69.02
2628.8	0.69	68.49
2629	0.49	67.94
2629.2	0.48	67.85
2629.4	0.49	67.8
2629.6	0.49	75.65
2629.8	0.49	83.87
2630	0.48	99.3
2630.2	0.48	121.82
2630.4	0.48	129.28
2630.6	0.48	156.28
2630.8	0.48	181.06
2631	0.47	191.75
2631.2	0.47	211.17
2631.4	0.46	212.12
2631.6	0.46	217.78
2631.8	0.46	225.53
2632	0.46	233.07
2632.2	0.46	237.82
2632.4	0.47	240.05
2632.6	0.47	240.35
2632.8	0.47	242.44
2633	0.47	242.65
2633.2	0.47	242.93
2633.4	0.46	245.55
2633.6	0.46	245.77
2633.8	0.46	245.95
2634	0.46	246.98
2634.2	0.46	248.05
2634.4	0.46	248.19
2634.6	0.46	248.26
2634.8	0.46	248.26
2635	0.47	248.26
2635.2	0.48	248.32
2635.4	0.48	248.33
2635.6	0.48	248.28
2635.8	0.48	248.28
2636	0.48	248.28
2636.2	0.49	246.36
2636.4	0.49	246.26
2636.6	4.00	244.37
2636.8	3.73	83.73
2637	1.63	74.51
2637.2	7.65	180.08
2637.4	5.44	184.17
2637.6	4.51	183.91
2637.8	3.50	181.96
2638	2.77	181.35
2638.2	2.13	179.31
2638.4	2.26	179.16
2638.6	2.15	177.06
2638.8	2.22	176.72
2639	11.21	175.91
2639.2	4.91	178.12
2639.4	1.01	180.97
2639.6	1.01	181.17
2639.8	0.61	183.81
2640	0.61	184.02
2640.2	0.61	184.1
2640.4	0.54	186.26
2640.6	0.54	186.42
2640.8	0.52	186.59
2641	0.52	186.71
2641.2	0.52	187.32
2641.4	0.52	187.37
2641.6	0.52	191.51
2642	0.52	191.77
2642.2	0.52	191.77
2642.4	0.52	194.05
2642.6	0.52	196.17
2642.8	0.52	196.78
2643.2	0.52	199.01
2643.4	0.53	199.07
2643.6	0.53	199.1
2643.8	0.53	199.2
2644	0.53	199.25
2644.2	0.54	199.28
2644.4	0.56	199.33
2644.6	0.56	201.34
2644.8	0.55	201.33
2645	0.55	201.32
2645.2	0.53	201.35
2645.4	0.54	201.37
2645.8	0.55	201.39
2646	0.55	201.39
2646.2	0.56	201.35
2646.4	0.56	201.31
2646.6	0.56	199.22
2646.8	3.82	154.67
2647	1.01	154.62
2647.2	1.30	152.51
2647.4	2.14	151.76
2647.6	2.22	149.61
2647.8	2.44	149.46
2648	2.90	149.43
2648.2	2.12	149.43
2648.4	3.58	146.93
2648.6	2.58	146.93
2648.8	4.74	150.29
2649	2.74	152.38
2649.4	0.71	154.47
2649.6	0.71	154.53
2649.8	0.61	154.57
2650	0.59	157.27
2650.2	0.56	157.32
2650.4	0.55	157.45
2650.6	0.54	159.51
2650.8	0.54	161.62
2651	0.54	163.69
2651.2	0.54	166.33
2651.4	0.54	167.07
2651.6	0.54	169.71
